disease_korean_title,symptoms,okt_symptoms,disease_label
10번 염색체 장완 말단부의 단일염색체증, 정신운동지연,정신 운동 지연,8
10번 염색체 장완의 22-23 부분의 미세결손 증후군,발달 지연,발달 지연,9
10번 염색체 장완의 22-23 부분의 미세결손 증후군, 지적 장애,지적 장애,9
10번 염색체 장완의 22-23 부분의 미세결손 증후군, 뇌전증,뇌전증,9
10번 염색체 장완의 22-23 부분의 미세결손 증후군, 자폐적 행동,자폐 적 행동,9
10번 염색체 장완의 22-23 부분의 미세결손 증후군, 특징적 얼굴 생김새,특징 적 얼굴 생김새,9
10번 염색체 장완의 22-23 부분의 미세결손 증후군, 심장 기형,심장 기형,9
10번 염색체 장완의 22-23 부분의 미세결손 증후군, 근골격계 기형,근 골격계 기형,9
WAGR 증후군(11번 염색체 단완의 13부분 결손),윌름종양(Wilms' Tumor),윌름 종양 Wilms Tumor,156
WAGR 증후군(11번 염색체 단완의 13부분 결손), 무홍채증(Aniridia),무 홍채 증 Aniridia,156
WAGR 증후군(11번 염색체 단완의 13부분 결손), 생식기 기형(Genitourinary abnormalities),생식기 기형 Genitourinary abnormalities,156
WAGR 증후군(11번 염색체 단완의 13부분 결손), 그리고 인지장애(Retardation),그리고 인지장애 Retardation,156
11번 염색체 장완의 말단부 삼염색체증,성장지연,성 장지연,12
11번 염색체 장완의 말단부 삼염색체증, 발달지연,발달 지연,12
11번 염색체 장완의 말단부 삼염색체증, 머리얼굴이상,머리 얼굴 이상,12
11번 염색체 장완의 말단부 삼염색체증, 중추신경계 기형,중추신경계 기형,12
11번 염색체 장완의 말단부 삼염색체증, 심장기형,심장 기형,12
11번 염색체 장완의 말단부 삼염색체증, 골격계 기형,골격계 기형,12
11번 염색체 장완의 말단부 삼염색체증, 저신장,저 신장,12
11번 염색체 장완의 말단부 삼염색체증, 발작,발작,12
11번 염색체 장완의 말단부 삼염색체증, 자폐 성향,자폐 성향,12
11번 염색체 장완의 말단부 삼염색체증, 환청 등,환청 등,12
14번 염색체 장완 말단부의 단일염색체증,범발달장애,범 발달장애,22
14번 염색체 장완 말단부의 단일염색체증, 근긴장도저하,근 긴장도 저하,22
14번 염색체 장완 말단부의 단일염색체증, 선천 심기형,선천 심기 형,22
14번 염색체 장완 말단부의 단일염색체증, 특징적인 생김새,특징 적 생김새,22
14번 염색체 장완 말단부의 단일염색체증, 경련,경련,22
14번 염색체 장완 말단부의 단일염색체증, 치아이상,치아 이상,22
14번 염색체 장완 말단부의 단일염색체증, 안과적 이상,안과 적 이상,22
14번 염색체 장완 말단부의 단일염색체증, 고음의 약한 울음,고음 약하다 울음,22
14번 염색체 장완 말단부의 단일염색체증, 손발의 기형,손발 기형,22
15장완11.2 미세결손 증후군,발달지연 및 지능장애를 보이며 경련을 보일 수 있으나 증상 범위가 넓어 무증상도 상당 수임,발달 지연 및 지능 장애 보이 경련 보이다 수 있다 증상 범위 넓다 무증상 상당 수임,28
16번 염색체 단완의 11-12 부분의 미세결손 증후군,안면기형,안면 기형,30
16번 염색체 단완의 11-12 부분의 미세결손 증후군, 저신장,저 신장,30
16번 염색체 단완의 11-12 부분의 미세결손 증후군, 심장질환,심장질환,30
16번 염색체 단완의 11-12 부분의 미세결손 증후군, 발달지연,발달 지연,30
16번 염색체 단완의 11-12 부분의 미세결손 증후군, 섭취장애,섭취 장애,30
16번 염색체 단완의 11-12 부분의 미세결손 증후군, 비만,비만,30
16번 염색체 단완의 11-12 부분의 미세결손 증후군, 자폐,자폐,30
16번 염색체 단완의 11-12 부분의 미세결손 증후군, 지적장애,지적장애,30
16번 염색체 단완의 결손,빈혈,빈혈,31
16번 염색체 단완의 결손, 지적장애,지적장애,31
16번 염색체 단완의 결손, 운동/언어 발달지연,운동 언어 발달 지연,31
16번 염색체 단완의 결손, 간질,간질,31
16번 염색체 단완의 결손, 양안과다격리증,양 안과 격리 증,31
16번 염색체 단완의 결손, 낮게 처진 눈꺼풀틈,낮다 처지다 눈꺼풀 틈,31
16번 염색체 단완의 결손, 넓고 튀어나온 콧등,넓다 튀어나오다 콧등,31
16번 염색체 단완의 결손, 작은 귀,작다 귀,31
16번 염색체 단완의 결손, 하악후퇴,하악 후퇴,31
16번 염색체 단완의 결손, 짧은 목,짧다 목,31
16번 염색체 단완의 결손, 소두증,소 두 증,31
16번 염색체 단완의 결손, 만곡족,만 곡족,31
16번 염색체 단완의 결손, 측만지증,측 지증,31
16번 염색체 단완의 결손, 잠복고환,잠복 고환,31
16번 염색체 단완의 결손, 요도하열,요도하열,31
16번 염색체 단완의 결손, 성장지연,성 장지연,31
18번 고리모양 염색체,지능저하,지능 저하,40
18번 고리모양 염색체, 성장지연,성 장지연,40
18번 고리모양 염색체, 근긴장저하,근 긴장 저하,40
18번 고리모양 염색체, 두개골 안면 기형,두개골 안면 기형,40
18번 고리모양 염색체, 시력이상,시력 이상,40
18번 고리모양 염색체, 청력이상,청력 이상,40
18번 고리모양 염색체, 면역저하,면역 저하,40
20번 염색체 장완의 말단부 삼염색체증,두개안면 기형,두 개 안면 기형,56
20번 염색체 장완의 말단부 삼염색체증, 골격이상,골격 이상,56
20번 염색체 장완의 말단부 삼염색체증, 심장이상,심장 이상,56
20번 염색체 장완의 말단부 삼염색체증, 기타장기이상,기타 장기 이상,56
20번 염색체 장완의 말단부 삼염색체증, 내분비이상,내분비 이상,56
2장완11 미세중복 증후군,지적 장애,지적 장애,67
2장완11 미세중복 증후군, 안면 기형,안면 기형,67
2장완11 미세중복 증후군, 위식도 역류,위 식 역류,67
2장완11 미세중복 증후군, 저신장,저 신장,67
2번 염색체 장완의 24 부분의 미세결손 증후군,경련,경련,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 소뇌증/소두증,소뇌 증 소 두 증,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 안면기형,안면 기형,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 구순/구개열,구순 구개열,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 안과적 이상,안과 적 이상,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 성장지연,성 장지연,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 심기형,심기 형,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 손발의 기형,손발 기형,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 발달지연,발달 지연,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 자폐증,자폐증,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 중추성 무호흡증,중추 성 무 호흡 증,65
2번 염색체 장완의 24 부분의 미세결손 증후군, 신생아 시기의 근긴장저하,신생아 시기 근 긴장 저하,65
3MC 증후군,두개골조기융합증,두개골 조기 융합 증,71
3MC 증후군, 눈꺼풀틈새축소,눈꺼풀 틈새 축소,71
3MC 증후군, 눈꺼풀 처짐증,눈꺼풀 처지다 증,71
3MC 증후군, 거꿀눈구석주름,거꿀눈 구 석 주름,71
3MC 증후군, 입술 갈림증,입술 갈림증,71
3MC 증후군, 배꼽 위 복벽 이형성,배꼽 위 복벽 이형성,71
3MC 증후군, 정신박약,정신박약,71
3번 염색체 단완의 결손,성장 지연,성장 지연,72
3번 염색체 단완의 결손, 정신 지체,정신 지체,72
3번 염색체 단완의 결손, 정신운동 지연,정신 운동 지연,72
3번 염색체 단완의 결손, 소두증,소 두 증,72
3번 염색체 단완의 결손, 털과다증,털과 증,72
3번 염색체 단완의 결손, 일자눈썹,일자 눈썹,72
3번 염색체 단완의 결손, 삼각형 얼굴,삼각형 얼굴,72
3번 염색체 단완의 결손, 이상하게 긴 머리,이상하다 기다 머리,72
3번 염색체 단완의 결손, 돌출한 이마,돌출 이마,72
3번 염색체 단완의 결손, 작은 턱,작다 턱,72
3번 염색체 단완의 결손, 눈꺼풀 처짐,눈꺼풀 처지다,72
3번 염색체 단완의 결손, 두눈먼거리증,두 눈 멀다 증,72
3번 염색체 단완의 결손, 눈구석 주름,눈 구석 주름,72
3번 염색체 단완의 결손, 처지고 기형의 귀,처지 기형 귀,72
3번 염색체 단완의 결손, 넓고 편평한 코,넓다 편평 코,72
3번 염색체 단완의 결손, 내려간 입,내려가다 입,72
3번 염색체 단완의 결손, 손가락 이상,손가락 이상,72
3번 염색체 단완의 결손, 다지증,다지증,72
3번 염색체 단완의 결손, 오목가슴,오목 가슴,72
3번 염색체 단완의 결손, 척추측만증,척추측만증,72
3번 염색체 단완의 결손, 난청,난청,72
3번 염색체 단완의 결손, 시력 장애,시력 장애,72
3번 염색체 단완의 결손, 비정상적으로 앞쪽에 위치한 항문,비정상 적 앞쪽 위치 항문,72
3번 염색체 단완의 결손, 잠복고환증,잠복 고환 증,72
3번 염색체 단완의 결손, 신장 결함,신장 결함,72
3번 염색체 단완의 결손, 선천적 심장 결함.,선천 적 심장 결함,72
3번 염색체 장완의 결손,발달 지연,발달 지연,75
3번 염색체 장완의 결손, 지능 저하,지능 저하,75
3번 염색체 장완의 결손, 근육긴장 저하,근육 긴장 저하,75
3번 염색체 장완의 결손, 자폐증,자폐증,75
3번 염색체 장완의 결손, 넓은 이마,넓다 이마,75
3번 염색체 장완의 결손, 넓은 미간,넓다 밉다 간,75
3번 염색체 장완의 결손, 안검하수,안검 하수,75
3번 염색체 장완의 결손, 들창코,들다 창코,75
3번 염색체 장완의 결손, 넓은 아랫입술,넓다 아랫입술,75
3번 염색체 장완의 결손, 심장기형,심장 기형,75
3번 염색체 장완의 결손, 신장 및 요로 이상,신장 및 요로 이상,75
3번 염색체 장완의 결손, 발작,발작,75
4번 염색체 장완의 21 부분의 미세결손 증후군,발달지연,발달 지연,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 지능저하,지능 저하,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 발화 결여/지연,발화 결여 지연,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 근육긴장저하,근육 긴장 저하,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 중추신경계 기형,중추신경계 기형,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 안면 이상형태증 (facial dysmorphism),안면 이상 형태 증 facial dysmorphism,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 심한 성장장애,심하다 성장 장애,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 뼈나이지연,뼈 이지연,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 양측성 난청,양 측 성 난청,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 뇌전증 발작,뇌전증 발작,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 상동행동,상동 행동,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 공격성,공격성,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 심장 기형,심장 기형,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 생식기 기형,생식기 기형,79
4번 염색체 장완의 21 부분의 미세결손 증후군, 작은각막증,작다 각막 증,79
4번 염색체 장완의 34 부분의 미세결손,손가락 이상,손가락 이상,80
4번 염색체 장완의 34 부분의 미세결손, 심장기형,심장 기형,80
4번 염색체 장완의 34 부분의 미세결손, 두개안면기형,두 개 안면 기형,80
4번 염색체 장완의 34 부분의 미세결손, 피에르 로빈 기형연쇄,피에르 로빈 기형 연쇄,80
4번 염색체 장완의 34 부분의 미세결손, 발달지연,발달 지연,80
4번 염색체 장완의 34 부분의 미세결손, 학습장애,학습장애,80
4번 염색체 장완의 34 부분의 미세결손, 성장장애,성장 장애,80
8번 염색체 단완의 11.2 부분의 미세결손 증후군,용혈빈혈,용혈 빈혈,98
8번 염색체 단완의 11.2 부분의 미세결손 증후군, 성선기능저하,성 선 기능 저하,98
8번 염색체 단완의 11.2 부분의 미세결손 증후군, 후각상실증,후각 상 실증,98
8단완단일염색체증,두개안면부 기형,두 개 안면 부 기형,96
8단완단일염색체증, 소두증,소 두 증,96
8단완단일염색체증, 짧은 목,짧다 목,96
8단완단일염색체증, 넓은 가슴,넓다 가슴,96
8단완단일염색체증, 생식샘 기능 저하증,생식샘 기능 저하 증,96
8단완단일염색체증, 선천성 심장질환,선천성 심장질환,96
색소피부건조증 그룹 A,광과민성,광 과민성,527
색소피부건조증 그룹 A, 흑색점,흑색 점,527
색소피부건조증 그룹 A, 건조증,건조 증,527
색소피부건조증 그룹 A, 피부암,피부암,527
색소피부건조증 그룹 A, 진행성 신경퇴행,진행 성 신경 퇴행,527
색소피부건조증 그룹 A, 눈부심,눈부심,527
색소피부건조증 그룹 A, 안구건조증,안구건조증,527
색소피부건조증 그룹 A, 결막혼탁 등,결막 혼탁 등,527
지아-깁스 증후군,근긴장 저하증,근 긴장 저하 증,809
지아-깁스 증후군, 발달 지연,발달 지연,809
지아-깁스 증후군, 지적 장애,지적 장애,809
지아-깁스 증후군, 폐쇄성 수면 무호흡증,폐쇄성 수면 무 호흡 증,809
지아-깁스 증후군, 자폐적 행동,자폐 적 행동,809
지아-깁스 증후군,특징적 얼굴 생김새,특징 적 얼굴 생김새,809
지아-깁스 증후군, 수면 장애,수면 장애,809
지아-깁스 증후군, 주의력 결핍 과잉 행동장애,주의력 결핍 과잉 행동 장애,809
지아-깁스 증후군, 성장 장애,성장 장애,809
지아-깁스 증후군, 척추측만증,척추측만증,809
지아-깁스 증후군, 두개골 유합증,두개골 유합증,809
지아-깁스 증후군, 관절 과신전,관절 과 신전,809
코스텔로 증후군,발달지연,발달 지연,847
