_id,research_title,research_url,research_author,research_institution,research_name,research_volumn,research_year,research_language,research_subject,research_type,research_page
65e6f1ab7436f20b02adf0ae,유전성 희귀 질환에서 동종 조혈모세포이식의 치료 성적에 대한 고찰 = Outcomes of Allogeneic Hematopoietic Stem Cell Transplantation for Genetic Rare Diseases in Children,https://www.riss.kr/link?id=A106144509,이우진 (전남대학교) ;  김건 (전남대학교) ;  최준식 (전남대학교) ;  백희조 (전남대학교) ;  국훈 (전남대학교),대한소아혈액종양학회,Clinical Pediatric Hematology-Oncology(Clinical Pediatric Hematology-Oncology),Vol.23 No.2 [2016],2016,Korean,Genetic diseases ;  Inborn ;  Pediatrics ;  Hematopoietic stem cell transplantation,KCI등재,학술저널
65e6f1b17436f20b02adf0af,결체 조직 질환의 희귀한 피부 증상 ( IV ) - 수포성 병변을 가진 전신성 홍반성 루푸스 - = Unusual Cutaneous Manifestations of Connective Tissue Diseases IV . Bullous Eruptions in Systemic Lupus Erythematosus,https://www.riss.kr/link?id=A3285708,이창우(Chang Woo Lee) ;  박기범(Ki Bum Park) ;  허환(Hwan Herr) ;  은희철(Hee Chul Eun) ;  윤재일(Jail Il Youn) ;  이유신(Yoo Shin Lee),대한피부과학회,대한피부과학회지(Korean journal of dermatology),Vol.24 No.3 [1986],1986,-,Lupus erythematosus ;  Systemic ;  Bullous ;  Circulating anti - basement membrane zone antibodies,500,"SCOPUS,KCI등재"
65e6f1b47436f20b02adf0b0,결체 조직 질환의 희귀한 피부 증상 ( III ) - 원판상 홍반성 루푸스 병변에 속발한 심재성 홍반성 루푸스 - = Unusual Cutaneous Manifestations of Connective Tissue Diseases III . Lupus Erythematosus Profundus Developed on the Discoid Cutaneous Lesions,https://www.riss.kr/link?id=A3285666,이창우(Chang Woo Lee) ;  이진탁(Jin Tack Lee) ;  김중환(Joong Hwan Kim),대한피부과학회,대한피부과학회지(Korean journal of dermatology),Vol.24 No.2 [1986],1986,-,Lupus erythematosus profundus ;  Discoid lesion,500,"SCOPUS,KCI등재"
65e6f1b87436f20b02adf0b1,가정용 인공호흡기 적용 신경근육계 희귀난치성 질환자 가족 간호제공자의 기관내 흡인 수행과 폐렴 발생과의 관계 = Pneumonia Incidence Varies by Tracheal Suction Procedures among Caregivers of Patients with Home Mechanical Ventilators,https://www.riss.kr/link?id=A102310435,"황문숙 (우석대학교) ;  박진희 (우석대학교) ;  Hwang, Moon Sook ;  Park, Jin Hee",한국가정간호학회,가정간호학회지(The Journal of korean academic society of home care nursing),Vol.23 No.1 [2016],2016,Korean,인공호흡기 ;  가정 ;  흡인 ;  폐렴,KCI등재,학술저널
65e6f1bb7436f20b02adf0b2,재가 희귀·난치성질환 돌봄 제공자의 부담감과 삶의 질,https://www.riss.kr/link?id=A82696377,최경자 (지역사회간호학회) ;  백희정 (중앙대학교),지역사회간호학회,지역사회간호학회지(Journal of Korean Academy of Community Health Nursing),Vol.17 No.3 [2006],2006,Korean,Rare and Incurable Diseas ;  Caregivers ;  Burden ;  Quality of life,512.873,"KCI등재후보,SCOPUS"
65e6f1bf7436f20b02adf0b3,희귀 간질환 (자가면역 간질환 등) = Rare Hepatic Diseases - Autoimmune Liver Diseases,https://www.riss.kr/link?id=A106042836,곽금연 ( Geum-youn Gwak ),대한간학회(The Korean Association for the Study of the Liver),춘·추계 학술대회 (KASL)(N/A),Vol.2018 No.2 [2018],2018,-,학술저널,45-46(2쪽),KISS
65e6f1c37436f20b02adf0b4,국내 희귀 간질환 연구보고 : 한국인 윌슨병 환자의 임상적 특성과 유병율에 대한 전국적 조사,https://www.riss.kr/link?id=A75557969,서정기 ;  김연수 ;  한철주 ;  백순구,대한간학회(The Korean Association for the Study of the Liver),추계 학술대회,Vol.10 No.5 [2004],2004,-,513.3605,학술저널,5-20(16쪽)
65e6f1c67436f20b02adf0b5,국내 희귀 간질환 연구보고 : 자가면역성 간염 국내 현황,https://www.riss.kr/link?id=A75557832,이진호,대한간학회(The Korean Association for the Study of the Liver),추계 학술대회,Vol.10 No.5 [2004],2004,-,513.3605,학술저널,21-30(10쪽)
65e6f1ca7436f20b02adf0b6,국내 희귀 간질환 연구보고 : 원발성 담즙성 간경변증 - 다기관 조사,https://www.riss.kr/link?id=A75557968,전재윤,대한간학회(The Korean Association for the Study of the Liver),추계 학술대회,Vol.10 No.5 [2004],2004,-,513.3605,학술저널,3-4(2쪽)
65e6f1cd7436f20b02adf0b7,한국 희귀 · 난치질환 통합의료센터건립,https://www.riss.kr/link?id=A106517016,김성철,한국인적자원개발학회,한국인적자원개발학회 학술연구발표회 발표논문집,Vol.2019 No.06 [2019],2019,Korean,학술저널,http://www.kahrd.or.kr/,243-257(15쪽)
65e6f1d17436f20b02adf0b8,재가 희귀 · 난치성질환자 돌봄 제공자의 부담감 및 삶의 질,https://www.riss.kr/link?id=A99757502,최경자 ;  백희정 ;  김정은,한국보건간호학회(Korea Community Health Nursing Academic Society),한국보건간호학회 학술대회지,Vol.2006 No.12 [2006],2006,Korean,학술저널,185-186(2쪽),DBpia
65e6f1d67436f20b02adf0b9,선천성 및 희귀 폐혈관질환,https://www.riss.kr/link?id=A75446082,김영환,대한결핵 및 호흡기학회(The Korean Academy of Tuberculosis and Respiratory Diseases),워크샵(N/A),Vol.11 No.- [1999],1999,-,500,학술저널,37-42(6쪽)
65e6f1da7436f20b02adf0ba,임신중 합병된 희귀 혈액질환 20예의 임상 고찰,https://www.riss.kr/link?id=A75603429,이종건 ;  신종철 ;  나덕진 ;  나종구 ;  김수평 ;  이헌영 ;  김승조,대한산부인과학회(The Korean Association of Obstetricians and Gynecologists),대한산부인과학회 학술대회(N/A),Vol.67 No.- [1991],1991,-,500,학술저널,80-80(1쪽)
65e6f1dd7436f20b02adf0bb,가정용 인공호흡기를 적용한 희귀·난치성질환자를 돌보는 가족간호자의 부담감과 삶의 질 영향요인,https://www.riss.kr/link?id=A99972590,"황문숙(Hwang, Moon Sook) ;  이미경(Lee, Mi Kyoung) ;  송종례(Song, Jeong Rye)",한국성인간호학회(The Korean Academic Society of Adult Nursing),성인간호학회지(The Journal of Korean Academic Society of Adult Nursing),Vol.26 No.2 [2014],2014,Korean,Rare disease ;  Ventilator ;  Caregiver ;  Burden ;  Quality of life,512,"SCOPUS,KCI등재"
65e6f1e17436f20b02adf0bc,희귀·난치성 질환자의 심리사회적 건강에 영향을 미치는 요인에 관한 연구 = Analysis of elements affecting the socio-psychological wellbeing of people with the rare and intractable disorder,https://www.riss.kr/link?id=A104923565,이민영 (고려사이버대학교) ;  윤민화 (이화여자대학교),한국장애인복지학회,한국장애인복지학(Journal of Disability and Welfare),Vol.- No.12 [2010],2010,Korean,rare disease ;  rare and intractable disorder ;  socio-psychological wellbeing ;  chronically illness ;  the disabled ;  희귀 질환 ;  희귀·난치성 질환 ;  심리사회적 건강 ;  만성 질환 ;  장애인,KCI등재후보,학술저널
65e6f1e57436f20b02adf0bd,희귀ㆍ난치성 신경근육계 질환자의 호흡부전 관리 실태 조사 = A Research on the Management of Ventilatory Insufficiency in Patients with Neuromuscular Diseases,https://www.riss.kr/link?id=A101632415,김동현 (연세대학교) ;  최원아 (연세대학교) ;  문재호 (연세대학교) ;  백종훈 (연세대학교) ;  최승호 (연세대학교) ;  박중현 (을지의과대학교 대전 을지병원 재활의학과) ;  신용범 (부산대학교) ;  서정환 (전북대학교) ;  강성웅 (연세대학교),대한재활의학회,Annals of Rehabilitation Medicine,Vol.34 No.3 [2010],2010,Korean,Neuromuscular disease ;  Non-invasive ventilation ;  Pulmonary rehabilitation ;  Mechanical ventilation,"KCI등재,SCOPUS",학술저널
65e6f1e87436f20b02adf0be,정신질환 환자에서의 희귀한 식도이물 = Rare Esophageal Foreign Bodies in Psychiatric Patients,https://www.riss.kr/link?id=A2045515,정윤영 (순천향대학교 의과대학 이비인후과학교실) ;  오천환 (순천향대학교 의과대학 이비인후과학교실),순천향의학연구소(Soonchunhyang Medical Research Institute),Journal of Soonchunhyang Medical Science,Vol.1 No.1 [1995],1995,Korean,Esophageal foreign body,510.000,학술저널
65e6f1ec7436f20b02adf0bf,혈액질환에 투여되는 희귀의약품,https://www.riss.kr/link?id=A40021787,하정은 (삼성서울병원 약제부 ),한국병원약사회,병원약사회지(Journal of Korean society of hospital pharmacists),Vol.20 No.2 [2003],2003,Korean,518.000,KCI등재,학술저널
65e6f1ef7436f20b02adf0c0,감염 ; 감염질환 진료시 희귀의약품 사용의 현황과 개선할 점 = Infectious disease ; The Use of Orphan Drugs for Infectious Disease: Current Status and Unmet Needs,https://www.riss.kr/link?id=A101459359,김민정 ( Min Jung Kim ) ;  장현하 ( Hyun Ha Chang ) ;  진선 ( Sun Jin ) ;  박정화 ( Jung Hwa Park ) ;  정혜진 ( Hyejin Jung ) ;  이혜진 ( Hye Jin Lee ) ;  최상호 ( Sang Ho Choi ) ;  김신우 ( Shin Woo Kim ),대한내과학회,대한내과학회지 (The Korean Journal of Medicine),Vol.89 No.6 [2015],2015,-,Orphan drug production ;  Infectious disease medicine ;  Rare diseases,500,KCI등재후보
65e6f1f37436f20b02adf0c1,"가정형 인공호흡기를 적용하고 있는 희귀, 난치성 질환자의 자가관리 교육 경험과 수행정도, 가정간호 요구도 = Self-care Education Experience, Self-care Performance, and Home Care Service Needs of Patients With Rare and Incurable Diseases Who Use a Home Ventilator",https://www.riss.kr/link?id=A101665784,"황문숙 (우석대학교) ;  장수정 (우석대학교) ;  Hwang, Moon Sook ;  Chang, Soo Jung",한국가정간호학회,가정간호학회지(The Journal of korean academic society of home care nursing),Vol.20 No.1 [2013],2013,Korean,인공호흡기 ;  자가관리 ;  가정간호,KCI등재후보,학술저널
65e6f1f77436f20b02adf0c2,비장적출로 치유된 희귀 비장 질환 치험 = Clinical Experience of Rare Splenic Disease Healed by Splenectomy,https://www.riss.kr/link?id=A106527772,이충한 (고신대학교) ;  이승도 (고신대학교) ;  서재관 (고신대학교),고신대학교(의대) 고신대학교 의과대학 학술지,고신대학교 의과대학 학술지(Kosin Medical Journal),Vol.1 No.1 [1985],1985,Korean,학술저널,41-48(8쪽),0
65e6f1fc7436f20b02adf0c3,비장적출로 치유된 희귀 비장 질환 치험 = Clinical Experience of Rare Splenic Disease Healed by Splenectomy,https://www.riss.kr/link?id=A40010510,이충한 (고신대학 의학부 외과학 교실) ;  이승도 (고신대학 의학부 외과학 교실) ;  서재관 (고신대학 의학부 외과학 교실),고신대학교 의학부,高神大學校 醫學部 論文集,Vol.1 No.1 [1985],1985,Korean,510.000,학술저널,41-48(8쪽)
65e6f2017436f20b02adf0c4,희귀의약품 제도의 국가별 비교 연구 = A Comparative Study on the Orphan Drug Policies,https://www.riss.kr/link?id=A103352900,박실비아 ( Park Sylvia ) ;  채수미 ( Chae Su-mi ) ;  박은자 ( Park Eun-ja ) ;  주민희 ( Ju Min Hui ) ;  구현민 ( Gu Hyun Min ) ;  유원곤 ( Yoo Won Kon ),한국보건사회연구원,保健社會硏究(Health and Social Welfare Review),Vol.33 No.2 [2013],2013,Korean,희귀의약품 ;  희귀질환 ;  연구개발 ;  인센티브 ;  Orphan Drug ;  Rare Disease ;  Research and Development ;  Incentives,KCI등재,학술저널
65e6f2047436f20b02adf0c5,4대 중증질환 보장성 강화 정책에 대한 중증질환자의 의료서비스 이용 변화에 관한 연구,https://www.riss.kr/link?id=A106631635,신은규 ;  박주호,한국사회보장학회(The Korean Social Security Association),한국사회보장학회 정기학술대회,Vol.2019 No.2 [2019],2019,-,학술저널,165-166(2쪽),KISS
65e6f2087436f20b02adf0c6,피부과를 전공하지 않은 의사들의 흔한 피부질환에 대한 의학 지식 평가 = The Evaluation on Medical Knowledge of Physicians About Common Dermatoses,https://www.riss.kr/link?id=A105831783,서구일(Koo-Il Seo) ;  고우석(Woo-Seok Koh) ;  은희철(Hee Chul Eun),한국의학교육학회,Korean journal of medical education(한국의학교육),Vol.11 No.1 [1999],1999,-,Dermatology ;  Education ;  Evaluation ;  Common dermatosis,510,SCOPUS
65e6f20b7436f20b02adf0c7,4대 중증질환 보장성 강화 정책이 의료비에 미친 영향: 본인부담금을 중심으로 = The Effect of the Policy of Expanding Coverage for Four Major Diseases: Focused on Out-of-Pocket Payment,https://www.riss.kr/link?id=A103353073,김관옥 ( Kim Kwan-ok ) ;  신영전 ( Shin Young-jeon ),한국보건사회연구원,保健社會硏究(Health and Social Welfare Review),Vol.37 No.2 [2017],2017,Korean,4대 중증질환 ;  정책효과 ;  이중차이분석 ;  비급여 ;  본인부담금 ;  Four Major Diseases ;  Policy Effects ;  Difference in Difference ;  Non-Payment Items ;  Out-of-Pocket Payment,KCI등재,학술저널
65e6f20f7436f20b02adf0c8,산전검사 대상 질환에 대한 법적 규제의 문제점에 대한 고찰 = Controversial issues in the legal restriction for prenatal genetic testing in Korea,https://www.riss.kr/link?id=A82587127,최지영(Jiyoung Choi) ;  정선용(Seon-Yong Jeong) ;  김현주(Hyon J. Kim),대한의학유전학회(The Korean Society of Medical Genetics and Genomics),대한의학유전학회지(Journal of genetic medicine),Vol.4 No.2 [2007],2007,-,Bioethics and Biosafety Law ;  Prenatal genetic testing ;  Genetic disease ;  prenatal diagnosis ;  Menkes disease,510,KCI등재
65e6f2137436f20b02adf0c9,소아의 낭포성 신질환 = Cystic Diseases of the Kidney in Children,https://www.riss.kr/link?id=A101470293,이지숙 ;  노광식 ;  김지홍 ;  이재승 ;  김병길 ;  Lee Ji-Suk ;  Rho Kwang-Sik ;  Kim Ji-Hong ;  Lee Jae-Seung ;  Kim Pyung-Kil,대한소아신장학회,Childhood kidney diseases(Journal of the Korean Society of Pediatric Nephrology),Vol.1 No.2 [1997],1997,Korean,Kidney ;  Cystic disease,KCI등재후보,학술저널
65e6f2167436f20b02adf0ca,엑솜 염기서열 분석 방법을 이용한 단일유전자질환의 원인 유전자 발굴 = Exome Sequencing in Mendelian Disorders,https://www.riss.kr/link?id=A82587166,이종극(Jong-Keuk Lee),대한의학유전학회(The Korean Society of Medical Genetics and Genomics),대한의학유전학회지(Journal of genetic medicine),Vol.7 No.2 [2010],2010,-,Mendelian disorders ;  Exome sequencing ;  Next-generation sequencing(NGS),510,KCI등재후보
65e6f21a7436f20b02adf0cb,희귀난치 환아 가족의 생활 실태와 지원을 위한 방안연구 = A Study on the Living Conditions and Support Measures for Families of Children with Rare and Incurable Diseases,https://www.riss.kr/link?id=A108912384,이경준 ( Kyong Jun Lee ) ;  임수정 ( Soo Jeong Lim ) ;  김희수 ( Heesu Kim ) ;  이보람 ( Boram Lee ),한국정치사회연구소,한국과 국제사회(Korea and Global Affairs),Vol.7 No.6 [2023],2023,-,희귀난치 질환 ;  희귀난치 환아 및 가족 ;  생활 실태 ;  지원체계 ;  rare and incurable diseases ;  children with rare and incurable diseases and their families ;  living conditions ;  support system,300,KCI등재
65e6f21e7436f20b02adf0cc,희귀의약품 보험약가결정: 문제점과 시사점 = Issues with Orphan Drug Pricing In Pricing in South Korea,https://www.riss.kr/link?id=A82490842,권혜영 ( Hye Young Kwon ) ;  양봉민 ( Bong Min Yang ),한국보건경제정책학회,보건경제와 정책연구(The Korean Journal of Health Economics and Policy),Vol.16 No.2 [2010],2010,Korean,의귀의약품 ;  초희귀의약품 ;  공급거부 ;  약가협상 ;  협상결렬 ;  Orphan drug ;  Ultraorphan drug ;  Supply refusal ;  Price negotiation,517,KCI등재
