_id,disease_korean_title,related_diseases,diseases_symptoms,cause_diseases
65dc45f1da45daab46acd3d8,3MC 증후군,"3MC syndrome 1; Oculopalatoskeletal syndrome, Craniosynostosis with lid anomalies, Michels syndrome (formerly)\n3MC syndrome 2; Ptosis of eyelids with diastasis recti and hip dysplasia, Oculo-skeletal-abdominal syndrome, OSA syndrome, Carnevale syndrome (formerly)\n3MC syndrome 3; Facial clefting syndrome (gypsy type), Malpuech facial clefting syndrome (formerly)","두개골조기융합증, 눈꺼풀틈새축소, 눈꺼풀 처짐증, 거꿀눈구석주름, 입술 갈림증, 배꼽 위 복벽 이형성, 정신박약",밝혀진 바 없음
65dc45f3da45daab46acd3da,3번 염색체 단완의 결손,"3번 염색체 단완 말단의 결손\n(Chromosome 3, deletion of distal 3p)\n3번 염색체 단완 말단 홑염색체\n( Chromosome 3, distal 3p monosomy)\n홑염색체 3p\n(Monosomy 3p)","성장 지연, 정신 지체, 정신운동 지연, 소두증, 털과다증, 일자눈썹, 삼각형 얼굴, 이상하게 긴 머리, 돌출한 이마, 작은 턱, 눈꺼풀 처짐, 두눈먼거리증, 눈구석 주름, 처지고 기형의 귀, 넓고 편평한 코, 내려간 입, 손가락 이상, 다지증, 오목가슴, 척추측만증, 난청, 시력 장애, 비정상적으로 앞쪽에 위치한 항문, 잠복고환증, 신장 결함, 선천적 심장 결함.",3번 염색체 단완 결손.
65dc45f6da45daab46acd3dc,3번 염색체 장완의 결손,3번 염색체 장완 결손 증후군\n(Chromosome 3q deletion syndrome)\n3장완 홑염색체\n(3q monosomy)\n3장완 부분 홑 염색체\n(3q Partial monosomy)\n3장완13 미세 결손 증후군\n(3q13 microdeletion syndrome),"발달 지연, 지능 저하, 근육긴장 저하, 자폐증, 넓은 이마, 넓은 미간, 안검하수, 들창코, 넓은 아랫입술, 심장기형, 신장 및 요로 이상, 발작",염색체 이상
65dc45f8da45daab46acd3de,4번 염색체 장완의 21 부분의 미세결손 증후군,없음,"발달지연, 지능저하, 발화 결여/지연, 근육긴장저하, 중추신경계 기형, 안면 이상형태증 (facial dysmorphism), 심한 성장장애, 뼈나이지연, 양측성 난청, 뇌전증 발작, 상동행동, 공격성, 심장 기형, 생식기 기형, 작은각막증",염색체 이상
65dc45fbda45daab46acd3e0,4번 염색체 장완의 34 부분의 미세결손,4장완 결실\n(4q deletion)\n4장완 말단부 결실\n(4q distal deletion),"손가락 이상, 심장기형, 두개안면기형, 피에르 로빈 기형연쇄, 발달지연, 학습장애, 성장장애",4번 염색체 장완의 이상 (장완 말단의 일부가 없어짐)
65dc45ffda45daab46acd3e2,8번 염색체 단완의 11.2 부분의 미세결손 증후군,8번 염색체 단완의 결실\n(8p deletion)\n8번 염색체 단완의 사이질결실 증후군\n(8p interstitial deletion syndrome)\n8단완12 미세결실증후군\n(8p12 deletion syndrome),"용혈빈혈, 성선기능저하, 후각상실증",8번 염색체 단완의 이상 (단완의 일부가 없어짐)
65dc4602da45daab46acd3e4,8단완단일염색체증,"8번 염색체 단체증\n(8p- Syndrome, Partial)\n8번 염색체 단완 결실증\n(Chromosome 8, 8p Deletion Syndrome, Partial)\nChromosome 8, Partial Deletion of Short Arm\nChromosome 8, Partial Monosomy 8p\nDel(8p) Syndrome, Partial\nDistal 8p Monosomy\nPartial 8p Monosomy\nTerminal 8p- Syndrome (8p21 to 8p23-pter), Included","두개안면부 기형, 소두증, 짧은 목, 넓은 가슴, 생식샘 기능 저하증, 선천성 심장질환",8번 염색체 단완(p)의 말단 결손
65dc4604da45daab46acd3e6,색소피부건조증 그룹 A,XP\nXeroderma pigmentosa\nDeSanctis-Cacchione syndrome,"광과민성, 흑색점, 건조증, 피부암, 진행성 신경퇴행, 눈부심, 안구건조증, 결막혼탁 등",유전자 돌연변이
65dc4607da45daab46acd3e8,지아-깁스 증후군,AHDC1 연관 지적 장애-폐쇄성 수면 무호흡-경한 얼굴 이형성증 증후군\n(AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome),"근긴장 저하증, 발달 지연, 지적 장애, 폐쇄성 수면 무호흡증, 자폐적 행동,\n특징적 얼굴 생김새, 수면 장애, 주의력 결핍 과잉 행동장애, 성장 장애, 척추\n측만증, 두개골 유합증, 관절 과신전",AHDC1 유전자의 돌연변이
65dc4609da45daab46acd3ea,코스텔로 증후군,얼굴피부골격 증후군,"발달지연, 지적장애, 이상한 얼굴모습, 저신장증, 삼킴곤란, 수유장애, 두껍고 헐렁헐렁 처지는 피부, 피부 유두종, 피부 색소과다침착, 근긴장저하, 선천성 심장질환, 악성종양",RAS 단백질의 신호체계에 특정한 기능을 하는 유전자의 변이
65dc460cda45daab46acd3ec,레지우스 증후군,Neurofibromatosis Type1-Like Syndrome,"다발성 밀크커피색 반점, 겨드랑이와 사타구니 부위의 주근깨, 작은키, 대두증, 누난유사얼굴, 오목가슴/새가슴, 학습장애, 발달지연, 주의력 결핍 및 과잉 행동 장애(ADHD)",SPRED1유전자의 돌연변이
65dc460eda45daab46acd3ee,구축-발달지연-피에르 로빈 증후군(5장완23 미세결손 증후군),5q23 미세결손 증후군\n(5q23 microdeletion syndrome)\n5번 염색체 장완 결손 증후군\n(5q deletion)\nPierre Robin 증후군,"관절 구축, 거미손가락증, 내번 첨족, 발달 지연, 지적 장애, 특징적 얼굴 \n생김새, Pierre Robin 증후군",5장완23 부위의 미세결실
65dc4611da45daab46acd3f0,소두증 골형성이상 원시성 난쟁이증 유형2,마제스키 골형성이상 원시성 난쟁이증 유형2\n(Majewski osteodysplastic primordial dwarfism type II)\n골형성이상 원시성 난쟁이증 유형2\n(osteodysplastic primordial dwarfism type II),"소두증, 골 이형성증, 동맥류, 모야모야병, 인슐린 저항성, 자궁내 발육 부전, 척추측만증, 내반고, 저신장, 과색소침착, 카페오레 반점, 혈관 기형",PCNT 유전자의 돌연변이
65dc4613da45daab46acd3f2,카사바흐-메리트 증후군,Kasabach-Merritt phenomenon\nKMP\nVascular tumor with thrombocytopenia and/or hypofibrinogenemia\nHemangioma with thrombocytopenia syndrome,"출혈, 통증, 장기압박에 의한 증상 등",미상
65dc4616da45daab46acd3f4,폐의 모세관성 혈관종증,"Pulmonary veno-occlusive disease\nIdiopathic pulmonary arterial hypertension\nHemangiomatosis, familial pummonary capillary","호흡곤란, 기침, 혈성 객담, 흉통, 피로, 폐동막 고혈압, 저산소증, 우심부전",EIF2AK4
65dc461ada45daab46acd3f6,15번 고리모양 염색체,"r15\nRing 15\nRing 15, Chromosome\nRing 15, Chromosome (mosaic pattern)","성장 지연, 정신지체, 근긴장저하, 두개골 기형, 사지 이상, 심장 기형",15번 염색체의 양쪽 끝에서 유전자의 손실과 함께 끝과 끝이 결합되면서 고리모양을 형성
65dc461dda45daab46acd3f8,튜블린병증,튜블린 연관 피질 이상 발생증\n(Tubulin-Related Cortical Dysgenesis)\n튜블린병증 연관 뇌이랑이상증\n(Tubulinopathy-associated dysgyria),"뇌 형성 이상, 발달 지연, 지적 장애, 뇌전증, 소두증, 사시, 시신경 저형성증, 진행성 감각운동 다발성신경병증, 관절 구축","TUBA1A, TUBB2A, TUBB2B, TUBB3, TUBB (TUBB5), 또는 TUBG1 유전자의 돌연변이"
65dc461fda45daab46acd3fa,"백내장, 성장호르몬 결핍, 감각신경병증, 감각신경성 청력 상실 및 골격 이형성증",CAGSSS\nCagsss Syndrome\nCataract-Growth Hormone Deficiency-Sensory Neuropathy-Sensorineural Hearing Loss-Skeletal Dysplasia Syndrome,"백내장, 성장호르몬 결핍, 감각신경병증, 감각신경성 청력 상실, 골격 이형성증",염색체 1q41에 있는 IARS2 유전자의 돌연변이
65dc4622da45daab46acd3fc,선천성 경상 운동 장애,선천성 경상운동\n(congenital mirror movements),경상운동,"DCC, RAD51 등의 유전자 돌연변이"
65dc4624da45daab46acd3fe,무한증을 동반한 선천성 통증 무감각증,"유전성 감각 및 자율신경증 4형\n(Hereditary sensory and autonomic neuropathies(HSAN), type IV)\n선천성 무통각증 및 무한증\n통각상실증",통각상실에 따른 이차적인 상해,감각을 전달하는 신경 세포의 NTRK1 유전자의 선천적 변이
65dc4627da45daab46acd400,화이트-서튼 증후군,"상염색체 우성 정신지체 37\n(mental retardation, autosomal dominant 37)\n지적 장애-소두증-사시-행동 이상 증후군\n(Intellectual disability – microcephaly – strabismus - behavioral abnormalities syndrome)","근긴장 저하증, 발달 지연, 지적 장애, 자폐적 행동, 특징적 얼굴 생김새, 수면 장애, 과잉 행동, 감각신경성 난청, 시력 이상",POGZ 유전자의 돌연변이
65dc4629da45daab46acd402,2번 염색체 단완 결손,Chromosome 2p deletion syndrome\nDeletion 2p\nMonosomy 2p\nPartial monosomy 2p,"중추신경계의 이상, 심장기형, 비뇨기계 기형",염색체 이상
65dc462cda45daab46acd404,3번 염색체 장완의 13.31 부분의 미세 결손 증후군,3q13.31 미세결실 증후군,"중추신경계 이상, 발달 지연, 근육긴장저하, 높은 입천장, 머리얼굴 이상형태증, 근골격계 이상, 생식기 이상, 자폐증, 경련",염색체 이상
65dc462eda45daab46acd406,9번 염색체 단완의 중복,염색체 이상\n(Chromosomal disorder)\n9번 염색체 단완을 포함하는 삼염색체증\n(Trisomy 9p variants),"발달 지연, 성장 부전, 다기관 기능 부전, 지적 장애, 선천성 심장 결함",9번 염색체 단완 유전자 부위의 중복
65dc4631da45daab46acd408,PCDH 19 관련 뇌전증 증후군,PCDH19 관련 여성 제한 뇌전증\n(PCDH19-related female-limited epilepsy)\n조기영아형 뇌전증성 뇌병증 9\n(early infantile epileptic encephalopathy 9),"뇌전증, 발달 지연, 지적 장애, 행동 장애, 자폐적 행동, 근긴장 저하증",PCDH19 유전자의 돌연변이
65dc4635da45daab46acd40a,FLNA 관련 뇌실주위 결절성 이소증,X 염색체 연관 뇌실주위 이소증\n뇌실 주위 이소증\n뇌실 주위 결절성 이소증,"뇌전증, 선천 심장 기형, 대동맥류, 대동맥 박리, 단지증",FLNA 유전자 돌연변이
65dc4638da45daab46acd40c,X연관 정신지체-저긴장성 얼굴증후군,"Alpha Thalassemia X-linked Intellectual Disability Syndrome (ATR-X syndrome)\nCarpenter-Waziri syndrome\nCerebrofaciogenital syndrome\nChudley-Lowry syndrome\nHolmes-Gang syndrome\nXLID-hypotonic face syndrome\nMental retardation, X-linked, with growth retardation, deafness, and microgenitalism\nSmith Fineman Myers syndrome 1","발달 지연, 지적 장애, 유아기의 섭식 곤란, 알파형 지중해빈혈(alpha-thalassemia), 생식기이상",X염색체(Xq13.3)의 긴팔(q)에 위치한 ATRX 유전자에 대한 변이
65dc463ada45daab46acd40e,ALS 결핍증,ALS deficiency,"저신장, 사춘기 지연",IGFALS 유전자 돌연변이
65dc463dda45daab46acd410,5번 염색체 장완 31.3 부분의 미세결손으로 인한 PURA 관련 신경발달 장애,5번 염색체 장완 31.3 부분 미세결손 증후군\n(5q31.3 microdeletion syndrome)\nPURA 증후군\n(PURA syndrome)\nPURA와 5q31.3 결손 증후군\n(PURA and 5q31.3 deletion syndrome)\n5q31.3 미세결손에 의한 중증 신생아기 저긴장-경기-뇌병증 증후군\n(Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion),"근긴장 저하증, 발달 지연, 지적 장애, 특징적 얼굴 생김새, 수유 곤란, 호흡 문제, 뇌전증, 안과적 질환",5q31.3 미세결손 또는 PURA 유전자의 돌연변이
65dc463fda45daab46acd412,활성화된 PI3K 델타 증후군,분류불능형 면역결핍증\n(Common variable immunodeficiency)\n고면역글로불린 M 증후군\n(Hyper-IgM syndrome),"반복적인 호흡기 감염, 만성적인 바이러스 감염, 림프샘 또는 림프절의 비대\n설사, 혈변, 복통 등","PIK3CD, PIK3R1 유전자 이상, 상염색체 우성으로 유전됨"
65dc4642da45daab46acd414,거대뇌증-모세혈관 기형-다발미세이랑 증후군,거대뇌증-모세혈관 기형 증후군\n(megalencephaly-capillary malformation syndrome)\n거대뇌증-모세혈관 기형-뭇미세이랑 증후군\n(Megalencephaly-capillary malformation-polymicrogyria syndrome)\n대두증-모세혈관 기형 증후군\n(macrocephaly-capillary malformation syndrome)\n선천 거대뇌증 실핏줄확장 대리석 피부증\n(megalencephaly cutis marmorata telangiectatica congenital),"거대 뇌증, 수두증, 뭇미세이랑, 키아리 기형, 근긴장 저하증, 발달 지연, 지적 장애, 특징적 얼굴 생김새, 모세혈관 기형, 다지증, 합지증, 종양, 선천 심장 기형",PIK3CA 유전자의 돌연변이
65dc4644da45daab46acd416,아텔로스테오제네시스,"Larsen syndrome, dominant type\nSpondylocarpotarsal synostosis syndrome\nGiant cell chondrodysplasia\nSpondylohumerofemoral hypoplasia\nBoomerang dysplasia\nNeonatal osseous dysplasia 1\nDe la Chapelle dysplasia","상완골, 대퇴골, 척추, 지골 등을 포함한 선천적인 골격계의 무형성 또는 불완전형성장애",FLNB 유전자의 상염색체 우성 유전\nSLC26A2 (DTDST) 유전자의 상염색체 열성 유전
65dc4647da45daab46acd418,"선천성 심장결손, 이상형태성 얼굴 특징 및 지적발달장애",CDC2L\nCDC2L5\nCHDFIDD\nCHED\nhCDK13\nCDK13\nCDK13-Related CHDFIDD,"발달 지연, 지적 장애, 의사소통 장애, 행동 문제, 유아기의 섭식 곤란, 선천성 심장질환, 발작",CDK13 유전자 돌연변이
65dc4649da45daab46acd41a,"성장지연, 지적발달장애, 근기능저하 및 간병증","상염색체 우성 정신지체 37\n(mental retardation, autosomal dominant 37)\n지적 장애-소두증-사시-행동 이상 증후군\n(Intellectual disability – microcephaly - strabismus-behavioral abnormalities syndrome)\n성장지연, 지적발달장애, 아연결핍, 근긴장저하 및 간병증 GIZMOL\n(Growth retardation, Intellectual disability, Zinc deficiency, Motor retardation, Other and Liver dysfunction)","성장 지연, 근긴장 저하증, 발달 지연, 지적 장애, 간병증, 뇌전증, 소두증, 감각신경성 난청, 아연 결핍",IARS 유전자의 돌연변이
65dc464cda45daab46acd41c,1번 염색체 장완 44부분의 미세결손 증후군,Del(1)(q44)\nMonosomy 1q44\nChromosome 1q44 microdeletion syndrome,"안면 이상형태증, 발달 지연, 경련, 근육긴장저하",1번 염색체 장완44 위치의 결손\n1번 염색체 장완44번에 있는 ZBTB18유전자 상염색체 우성변이
65dc4651da45daab46acd41e,5번 염색체 장완 31 부분의 미세결손으로 인한 가족성 만곡족,관련 하지이상이 있거나 없는 가족성 만곡족,"발의 골프채 모양 변형, 짧은 다리 길이, 다리 근육발달 저하",PITX1 유전자 돌연변이
65dc4653da45daab46acd420,5번 염색체 장완 35 부분의 결손,5번 염색체 장완의 35 부분의 결손\n(Del (5)(q35))\n5번 염색체 장완의 말단 부분의 결손\n(Del (5)(qter))\n5번 염색체 장완의 원위 부분의 결손\n(Distal 5q deletion)\n5번 염색체 장완의 35 부분의 단일 염색체증\n(Monosomy 5q35)\n5번 염색체 장완의 말단소립 부분의 결손\n(Telomeric deletion 5q),"소토스 증후군 (Q87.3 참고), 림프부종, 근긴장저하, 정신지체, 저신장, 심기형, 흉곽기형, 얼굴기형, 소두증.",5번 염색체 장완의 35 부분의 결손
65dc4656da45daab46acd422,6번 염색체 장완 26 부분의 미세결손 증후군,미세결손 증후군\n(microdeletion syndrome)\n기타염색체 이상질환,"발달 지연, 지적 장애, 안면 기형",6번 염색체 장완 말단 부위(q26)의 미세 결손
65dc4658da45daab46acd424,13번 염색체 장완 12.3 부분의 미세결손 증후군,13번 염색체 장완 결손\n13번 염색체 장완 단일염색체증\n13q12.3 미세결실 증후군,"발달 지연, 지적 장애, 종양, 소뇌증, 뇌수종, 식이 장애, 근긴장 저하증",13번 염색체 장완 12.3 부분의 미세 결실
65dc465bda45daab46acd426,13번 염색체 장완의 말단부 단일염색체증,13번 염색체 장완 결손\n(13q deletion)\n13번 염색체 장완 끝을 포함한 결손\n(deletions including the end of 13q)\n13장완 말단부 결손,"발달 지연, 지적 장애, 뇌전증, 특징적 얼굴 생김새, 콩팥 기형, 근골격계 기형, 비뇨생식기계 기형",13번 염색체 장완 말단의 결실
65dc465dda45daab46acd428,14번 염색체 장완 24.2-31.1 부분의 미세결손,14q 결손\n14번 염색체 장완 결손\n14q24.1q24.3 미세결실 증후군,"근긴장 저하증, 발달 지연, 지적 장애, 뇌전증, 특징적 얼굴 생김새, 콩팥 기형, 소두증",14번 염색체 장완 24.2-31.1 부분의 미세결손
